945919550635,100
945919550951,100
945919551297,100
945919551646,100
945919553146,11
945919553512,11
945919555352,7
945919555650,7
945919555907,7
945919556175,7
945919557829,6
945919558135,6
945919558425,6
945919560003,7
945919560260,7
945919560587,7
945919562730,7
945919563116,7
945919563493,7
945919565351,4
945919565630,4
945919565908,4
945919567683,0
945919568781,2
945919568983,2
945919570132,6
945919570390,6
945919570582,6
945919571681,8
945919571987,8
945919573691,8
945919574899,0
945919575995,6
945919576760,9
945919577081,9
945919577346,9
945919579069,0
945919579798,5
945919580018,5
945919580245,5
945919580952,2
945919582071,7
945919582319,7
945919582561,7
945919582800,7
945919583640,8
945919585493,0
945919586644,2
945919586931,2
945919587232,2
945919587641,2
945919588876,6
945919589827,7
945919590117,7
945919590344,7
945919590642,7
945919591833,4
945919594238,0
945919595630,2
945919596016,2
945919596852,8
945919597238,8
945919598651,8
945919600151,0
945919601746,4
945919602054,4
945919602321,4
945919603545,0
945919604674,2
945919604880,2
945919605127,2
945919606162,6
945919606410,6
945919606589,6
945919607634,8
945919607871,8
945919608584,5
945919608862,5
945919609099,5
945919611284,3
945919613095,0
945919615770,7
945919615997,7
945919616205,7
945919617110,3
945919617299,3
945919618008,2
945919618965,5
945919619192,5
945919619440,5
945919622135,9
945919622402,9
945919622690,9
945919624485,0
945919625522,6
945919625779,6
945919626525,3
945919626764,3
945919628410,3
945919628675,3
945919630191,3
945919631517,0
945919632189,9
945919632394,9
945919632616,9
945919633445,6
945919633643,6
945919633822,6
945919634890,8
945919635326,8
945919636580,7
945919636788,7
945919637006,7
945919637861,0
945919638907,4
945919639105,4
945919640149,3
945919640356,3
945919641326,5
945919641576,5
945919642043,5
945919644020,7
945919645065,0
945919647205,2
945919647443,2
945919648514,8
945919648851,8
945919650216,3
945919651886,102
945919652232,102
945919652818,102
945919653095,102
945919653333,102
945919653533,102
945919653718,102
945919653908,102
945919654095,102
945919654304,102
945919654492,102
945919654690,102
945919654879,102
945919655086,102
945919655294,102
945919655493,102
945919655700,102
945919655879,102
945919656146,102
945919656334,102
945919658388,5
945919659041,5
945919659427,5
945919660718,102
945919660957,102
945919661145,102
945919661363,102
945919661561,102
945919661759,102
945919661957,102
945919662155,102
945919662364,102
945919662561,102
945919662781,102
945919663008,102
945919663206,102
945919663434,102
945919663643,102
945919663842,102
945919664048,102
945919664245,102
945919664445,102
945919664653,102
945919664839,102
945919665059,102
945919665249,102
945919665466,102
945919665695,102
945919665912,102
945919666140,102
945919666339,102
945919666556,102
945919666764,102
945919666982,102
945919667230,102
945919667410,102
945919667675,102
945919668082,102
945919668350,102
945919669605,101
945919671094,9
945919671382,9
945919671652,9
945919673087,103
945919673284,103
945919673482,103
945919673693,103
945919673899,103
945919674137,103
945919674344,103
945919674573,103
945919675157,103
945919675419,103
945919675597,103
945919675814,103
945919676003,103
945919676212,103
945919676400,103
945919676618,103
945919676805,103
945919677006,103
945919677231,103
945919677421,103
945919677640,103
945919677856,103
945919678095,103
945919678306,103
945919678571,103
945919678750,103
945919678978,103
945919679197,103
945919679386,103
945919679643,103
945919679844,103
945919680050,103
945919680279,103
945919680507,103
945919680735,103
945919680971,103
945919681180,103
945919681387,103
945919681605,103
945919681824,103
945919682032,103
945919682272,103
945919682483,103
945919682710,103
945919682948,103
945919683157,103
945919683384,103
945919683594,103
945919683822,103
945919684030,103
945919684269,103
945919684486,103
945919684714,103
945919684932,103
945919685144,103
945919685468,103
945919689036,0
945919690451,1
945919690855,1
945919691187,1
945919691642,1
945919692096,1
945919692611,1
945919693165,1
945919693729,1
945919694333,1
945919694857,1
945919695489,1
945919696063,1
945919696613,1
945919698590,10
945919699064,10
945919699501,10
945919699907,10
945919700440,10
945919700983,10
945919701537,10
945919702058,10
945919702615,10
945919704899,100
945919705535,100
945919708203,0
945919708583,0
945919709579,6
945919710714,1
945919711329,1
945919712143,0
945919713192,1
945919714468,5
945919714828,5
945919715322,5
945919717777,0
945919718769,1
945919719135,1
945919720182,7
945919721502,100
